Reference,Age_description,Age_Ma,Age_old,Age_young,CO2_ppm,type,CO2_low,CO2_high,CO2_range,Distribution,reported_CO2_ppm,reported_CO2_low,reported_CO2_high,reported_S_ppm,S_used,Notes
"Li et al., 2014",chronostratigraphy,104.7,,,1139,mean,570,2278,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1424,,,2500,2000,sample1108–07A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,104.8,,,1254,mean,627,2509,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1568,,,2500,2000,sample1108–05A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,106.1,,,1399,mean,700,2798,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1749,,,2500,2000,sample1103–07A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,106.4,,,1474,mean,737,2949,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1843,,,2500,2000,sample1103–06A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,106.5,,,1679,mean,840,3358,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",2099,,,2500,2000,sampleZD-04A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,106.6,,,1497,mean,748,2994,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1871,,,2500,2000,sample1103–05A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,106.9,,,1496,mean,748,2992,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1870,,,2500,2000,sample1103–04A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,107.8,,,1201,mean,600,2402,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1501,,,2500,2000,sample0127–11A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,108.8,,,1015,mean,508,2030,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1269,,,2500,2000,sample0127–12A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,110.3,,,1065,mean,532,2130,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1331,,,2500,2000,sample1102–03bA; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,111.1,,,1637,mean,818,3274,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",2046,,,2500,2000,sample0127–08A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,111.5,,,1966,mean,983,3933,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",2458,,,2500,2000,sample0127–07A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,111.8,,,1880,mean,940,3760,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",2350,,,2500,2000,sampleNX-03; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,112.3,,,1829,mean,914,3658,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",2286,,,2500,2000,sampleYK-K1c-07; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,112.7,,,1419,mean,710,2838,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1774,,,2500,2000,sample0127–09A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,113.8,,,1295,mean,648,2590,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1619,,,2500,2000,sample1109–04A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,114.8,,,1514,mean,757,3029,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1893,,,2500,2000,sample0127–06A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,114.9,,,1426,mean,713,2853,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1783,,,2500,2000,sample0127–05A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,115.3,,,1367,mean,684,2734,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1709,,,2500,2000,sampleLZ2–18A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,116.1,,,1666,mean,833,3331,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",2082,,,2500,2000,sampleLZ2–12A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,117.8,,,1364,mean,682,2728,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1705,,,2500,2000,sampleLZ2–06A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,123.3,,,736,mean,368,1472,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",920,,,2500,2000,sample1108–03A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,123.6,,,607,mean,304,1214,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",759,,,2500,2000,sample1108–01A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,123.7,,,824,mean,412,1648,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1030,,,2500,2000,sample1108–02A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,123.8,,,1018,mean,509,2035,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1272,,,2500,2000,sampleTJ-05A; CO2 value comes from column 15 in Table 2
"Li et al., 2014",chronostratigraphy,126.4,,,1065,mean,532,2130,"16 and 84 percentiles; uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breecker et al. (2013, p. 3218)","right skewed (mode < mean); uncertainty not reported; uncertainty determined here by adopted the generalized, right-skewed errors of +100/-50% from Breeker et al. (2013, p. 3218)",1331,,,2500,2000,sampleZC-27aA; CO2 value comes from column 15 in Table 2
